,id,article_id,evidence_type
9875,mi3789,0,t2t
9876,mi3789,1,t2t
9877,mi0936,1,t2t
9878,mi0936,3,t2t
9879,mi0936,5,t2t
9880,mi0936,6,t2t
9881,mi0936,8,t2t
9882,mi0936,9,t2t
9883,mi0936,3,i2t
9884,mi0936,6,i2t
9885,mi4545,2,t2t
9886,mi4545,9,t2t
9887,mi4545,0,i2t
9888,fa2357,0,t2t
9889,fa2357,1,t2t
9890,fa2357,2,t2t
9891,fa2357,5,t2t
9892,fa2357,7,t2t
9893,fa2357,8,t2t
9894,fa2357,9,t2t
9895,fa2357,1,i2t
9896,fa2357,7,i2t
9897,mi4412,2,t2t
9898,fa0948,0,t2t
9899,fa0948,1,t2t
9900,fa0948,2,t2t
9901,fa0948,3,t2t
9902,fa0948,4,t2t
9903,fa0948,6,t2t
9904,fa0948,7,t2t
9905,mi3227,0,t2t
9906,mi3227,1,t2t
9907,mi3227,3,t2t
9908,mi3227,5,t2t
9909,mi3227,7,t2t
9910,mi3227,8,t2t
9911,mi3227,0,i2t
9912,mi3227,2,i2t
9913,mi3227,9,i2t
9914,mi3487,1,t2t
9915,mi3487,3,t2t
9916,mi3487,4,t2t
9917,mi3487,9,t2t
9918,mi3487,1,i2t
9919,fa0663,0,t2t
9920,fa0663,3,t2t
9921,fa0663,6,t2t
9922,fa0663,7,t2t
9923,fa0663,8,t2t
9924,mi3281,1,t2t
9925,mi3281,6,t2t
9926,mi1221,1,t2t
9927,mi1221,2,t2t
9928,mi0371,4,t2t
9929,mi0371,6,t2t
9930,mi0371,9,t2t
9931,mi0439,1,t2t
9932,mi0439,4,t2t
9933,mi0439,5,t2t
9934,mi0439,6,t2t
9935,mi0439,9,t2t
9936,mi0439,1,i2t
9937,mi0439,2,i2t
9938,mi0439,3,i2t
9939,mi0439,8,i2t
9940,fa4255,7,t2t
9941,fa0904,0,t2t
9942,fa0904,2,t2t
9943,fa0904,5,t2t
9944,fa0904,6,t2t
9945,fa0904,7,t2t
9946,fa0904,8,t2t
9947,fa0904,9,t2t
9948,fa0904,4,i2t
9949,fa0904,9,i2t
9950,mi1382,6,t2t
9951,mi1466,1,t2t
9952,mi1466,4,t2t
9953,mi1466,5,t2t
9954,mi1466,6,t2t
9955,mi1474,0,t2t
9956,mi1474,0,i2t
9957,mi2816,0,t2t
9958,mi2816,1,i2t
9959,mi2816,2,i2t
9960,mi0864,0,t2t
9961,mi0864,1,t2t
9962,mi0864,2,t2t
9963,mi0864,5,t2t
9964,mi0864,6,t2t
9965,mi0864,9,t2t
9966,fa0551,2,t2t
9967,fa0551,4,t2t
9968,fa0551,7,t2t
9969,fa0551,8,t2t
9970,mi2366,3,t2t
9971,mi2366,7,t2t
9972,mi2366,8,t2t
9973,mi4969,0,t2t
9974,mi4969,1,t2t
9975,mi4969,2,t2t
9976,mi4969,3,t2t
9977,mi4969,8,t2t
9978,mi4969,9,t2t
9979,mi2425,0,t2t
9980,mi2425,1,t2t
9981,mi2425,3,t2t
9982,mi2425,4,t2t
9983,mi2425,6,t2t
9984,mi2425,7,t2t
9985,mi2425,8,t2t
9986,mi2187,0,t2t
9987,mi2187,1,t2t
9988,mi2187,3,t2t
9989,mi2187,5,t2t
9990,mi2187,6,t2t
9991,mi2187,8,t2t
9992,mi2187,1,i2t
9993,fa3483,1,t2t
9994,fa3483,2,t2t
9995,fa3483,4,t2t
9996,fa3483,5,t2t
9997,fa3483,8,t2t
9998,fa3483,9,t2t
9999,mi1709,3,t2t
10000,mi1709,4,t2t
10001,mi1709,7,t2t
10002,mi1709,8,t2t
10003,mi1709,0,i2t
10004,mi1709,4,i2t
10005,mi1709,6,i2t
10006,mi1709,9,i2t
10007,mi2445,0,t2t
10008,fa3872,0,t2t
10009,fa3872,3,t2t
10010,fa3872,8,t2t
10011,fa3872,9,t2t
10012,mi0408,0,t2t
10013,mi0408,3,t2t
10014,mi0408,8,t2t
10015,mi0408,9,t2t
10016,mi0408,0,i2t
10017,mi0408,1,i2t
10018,mi0408,3,i2t
10019,mi0408,4,i2t
10020,mi0408,5,i2t
10021,mi0408,6,i2t
10022,mi0408,8,i2t
10023,fa0398,0,t2t
10024,fa0398,2,t2t
10025,fa0398,3,t2t
10026,fa0398,4,t2t
10027,fa0398,6,t2t
10028,fa0398,7,t2t
10029,fa0398,8,t2t
10030,fa0398,2,i2t
10031,fa4143,1,i2t
10032,fa3233,0,t2t
10033,mi2007,2,t2t
10034,mi2007,7,t2t
10035,mi2007,8,t2t
10036,mi2007,9,t2t
10037,mi2454,2,t2t
10038,mi2454,5,t2t
10039,mi2454,7,t2t
10040,mi2454,0,i2t
10041,mi2454,2,i2t
10042,mi2454,3,i2t
10043,mi2454,6,i2t
10044,mi2454,9,i2t
10045,fa0174,0,t2t
10046,fa0174,1,t2t
10047,fa0174,3,t2t
10048,fa0174,5,t2t
10049,fa0174,8,t2t
10050,mi2861,4,t2t
10051,fa0951,3,t2t
10052,fa0951,7,t2t
10053,fa0951,9,t2t
10054,mi3517,0,t2t
10055,mi3517,1,t2t
10056,mi3517,4,t2t
10057,mi3517,6,t2t
10058,mi3517,7,t2t
10059,mi3517,8,t2t
10060,mi3517,0,i2t
10061,mi5061,3,t2t
10062,mi5061,5,t2t
10063,mi5061,6,t2t
10064,mi5061,7,t2t
10065,mi5061,9,t2t
10066,fa1443,1,t2t
10067,fa1443,3,t2t
10068,fa2747,1,t2t
10069,fa2747,3,t2t
10070,fa2747,5,t2t
10071,fa2747,7,t2t
10072,fa2747,8,t2t
10073,fa2747,9,t2t
10074,fa2747,5,i2t
10075,mi1947,0,t2t
10076,mi1947,1,t2t
10077,mi1947,2,t2t
10078,mi1947,3,t2t
10079,mi1947,4,t2t
10080,mi1947,5,t2t
10081,mi1947,7,t2t
10082,mi1947,8,t2t
10083,mi1947,9,t2t
10084,mi1947,3,i2t
10085,mi1947,4,i2t
10086,mi1947,7,i2t
10087,mi1947,8,i2t
10088,mi1947,9,i2t
10089,mi4918,0,t2t
10090,mi4918,1,t2t
10091,mi4918,3,t2t
10092,mi4918,4,t2t
10093,mi4918,7,t2t
10094,mi4918,8,t2t
10095,fa0943,3,t2t
10096,fa0943,5,t2t
10097,fa0943,0,i2t
10098,fa4243,0,t2t
10099,mi1056,0,i2t
10100,fa3350,0,t2t
10101,fa3350,3,t2t
10102,fa3350,4,t2t
10103,fa3350,6,t2t
10104,fa3350,7,t2t
10105,fa3350,8,t2t
10106,fa3350,9,t2t
10107,fa3350,0,i2t
10108,fa3350,4,i2t
10109,fa3350,6,i2t
10110,fa3350,8,i2t
10111,fa3350,9,i2t
10112,mi3273,0,t2t
10113,mi3273,3,t2t
10114,mi3273,5,t2t
10115,mi3273,6,t2t
10116,mi3273,8,t2t
10117,fa2058,1,t2t
10118,fa2058,3,t2t
10119,fa2058,4,t2t
10120,fa2058,7,t2t
10121,fa2058,8,t2t
10122,fa2058,0,i2t
10123,fa2058,3,i2t
10124,mi3084,5,t2t
10125,mi3084,6,t2t
10126,mi3084,8,t2t
10127,mi3084,9,t2t
10128,fa1800,2,t2t
10129,fa1800,4,t2t
10130,fa1800,5,t2t
10131,fa1800,0,i2t
10132,fa1800,1,i2t
10133,mi4943,1,t2t
10134,mi4943,2,i2t
10135,mi1655,0,t2t
10136,mi1655,1,t2t
10137,mi1655,2,t2t
10138,mi1655,3,t2t
10139,mi1655,9,i2t
10140,fa4159,0,t2t
10141,fa4159,1,t2t
10142,fa4159,2,t2t
10143,fa4159,3,t2t
10144,fa4159,6,t2t
10145,fa4159,7,t2t
10146,fa4159,8,t2t
10147,fa4159,0,i2t
10148,fa4159,2,i2t
10149,fa3380,1,t2t
10150,fa3380,4,t2t
10151,fa3380,5,t2t
10152,fa3380,7,t2t
10153,fa3380,9,t2t
10154,fa3380,0,i2t
10155,fa3380,8,i2t
10156,fa2145,6,i2t
10157,mi0949,1,t2t
10158,mi0949,2,t2t
10159,mi0949,3,t2t
10160,mi0949,4,t2t
10161,mi0949,5,t2t
10162,mi0949,6,t2t
10163,mi0949,7,t2t
10164,mi0949,8,t2t
10165,mi0949,9,t2t
10166,fa2368,0,t2t
10167,fa2368,1,t2t
10168,fa2368,2,t2t
10169,fa2368,5,t2t
10170,fa2368,7,t2t
10171,fa2368,2,i2t
10172,fa4321,1,i2t
10173,fa3488,0,t2t
10174,fa3488,1,t2t
10175,fa3488,2,t2t
10176,fa3488,3,t2t
10177,fa3488,4,t2t
10178,fa3488,6,t2t
10179,fa3488,7,t2t
10180,fa3488,8,t2t
10181,fa3488,9,t2t
10182,mi5382,0,t2t
10183,mi5382,3,i2t
10184,mi3511,0,i2t
10185,mi3511,3,i2t
10186,mi3511,5,i2t
10187,fa1614,0,t2t
10188,fa1614,1,t2t
10189,fa1614,2,t2t
10190,fa1614,6,t2t
10191,mi3218,0,t2t
10192,mi3218,1,t2t
10193,mi3218,2,t2t
10194,mi3218,4,t2t
10195,mi3218,5,t2t
10196,mi3218,6,t2t
10197,mi3218,8,t2t
10198,mi3218,9,t2t
10199,mi3218,1,i2t
10200,fa0983,0,t2t
10201,fa0983,1,t2t
10202,fa0983,2,t2t
10203,fa0983,4,t2t
10204,fa0983,5,t2t
10205,fa0983,7,t2t
10206,fa0983,8,t2t
10207,fa0983,9,i2t
10208,mi3237,0,t2t
10209,mi3237,2,t2t
10210,mi3237,4,t2t
10211,mi3237,5,t2t
10212,mi3237,7,t2t
10213,mi3237,8,t2t
10214,mi3237,9,t2t
10215,mi3237,9,i2t
10216,mi1932,9,t2t
10217,fa0114,0,t2t
10218,fa1560,0,t2t
10219,fa1560,8,t2t
10220,fa1560,9,i2t
10221,fa3833,0,t2t
10222,fa4162,1,t2t
10223,fa3612,0,t2t
10224,fa3612,4,t2t
10225,fa3612,5,t2t
10226,fa3612,6,t2t
10227,fa3612,8,t2t
10228,fa3612,1,i2t
10229,mi1952,7,t2t
10230,mi3976,0,t2t
10231,mi3976,1,t2t
10232,mi3976,3,t2t
10233,mi3976,7,t2t
10234,mi3658,2,t2t
10235,mi3658,3,t2t
10236,mi3658,4,t2t
10237,mi3658,8,t2t
10238,mi3658,9,t2t
10239,fa0838,0,t2t
10240,fa0838,1,t2t
10241,fa0838,3,t2t
10242,fa0504,2,t2t
10243,fa0504,4,t2t
10244,fa0504,9,i2t
10245,mi2672,0,i2t
10246,fa1835,1,t2t
10247,fa1835,5,t2t
10248,fa1609,0,t2t
10249,fa1609,1,t2t
10250,fa1609,6,t2t
10251,fa3721,9,t2t
10252,mi0540,4,t2t
10253,mi0540,6,i2t
10254,mi5265,0,t2t
10255,mi5265,1,t2t
10256,mi5265,3,t2t
10257,mi5265,6,t2t
10258,mi5265,7,t2t
10259,mi5265,8,t2t
10260,mi5265,9,t2t
10261,mi5265,0,i2t
10262,mi5265,9,i2t
10263,mi4507,1,i2t
10264,fa1061,5,t2t
10265,fa1061,2,i2t
10266,fa1810,0,t2t
10267,fa1810,1,t2t
10268,fa1810,4,t2t
10269,fa1810,7,t2t
10270,fa1810,0,i2t
10271,mi1345,0,t2t
10272,mi1345,2,t2t
10273,mi1345,3,t2t
10274,fa1577,0,t2t
10275,fa1577,2,t2t
10276,fa1577,3,t2t
10277,fa1577,4,t2t
10278,fa1577,6,t2t
10279,fa1577,7,t2t
10280,fa1577,0,i2t
10281,mi4246,1,t2t
10282,mi4246,2,t2t
10283,mi4246,4,t2t
10284,fa2152,4,t2t
10285,fa2152,7,t2t
10286,fa2152,8,t2t
10287,fa2152,6,i2t
10288,fa1239,0,t2t
10289,fa1239,1,t2t
10290,fa1239,4,t2t
10291,fa1239,9,t2t
10292,mi1401,1,t2t
10293,mi1401,8,t2t
10294,mi1401,9,t2t
10295,mi1401,5,i2t
10296,mi1401,7,i2t
10297,fa4084,0,t2t
10298,fa4084,2,t2t
10299,fa4084,0,i2t
10300,mi3052,0,t2t
10301,mi3052,1,t2t
10302,mi3052,3,t2t
10303,mi3052,6,t2t
10304,mi3052,7,t2t
10305,mi3052,8,t2t
10306,mi3052,0,i2t
10307,mi3052,2,i2t
10308,fa2930,2,t2t
10309,fa2930,4,t2t
10310,fa2930,5,t2t
10311,fa2930,6,t2t
10312,fa2930,7,t2t
10313,fa2930,9,t2t
10314,fa2930,9,i2t
10315,fa2949,2,t2t
10316,fa2949,4,t2t
10317,fa2949,5,t2t
10318,fa2949,6,t2t
10319,fa2949,7,t2t
10320,fa2949,9,t2t
10321,fa2949,3,i2t
10322,fa2949,7,i2t
10323,mi5381,5,t2t
10324,mi5381,6,t2t
10325,fa2638,2,t2t
10326,fa2638,5,t2t
10327,fa2638,8,t2t
10328,fa2638,2,i2t
10329,mi4704,0,t2t
10330,mi4704,1,t2t
10331,mi4704,2,t2t
10332,mi4704,3,t2t
10333,mi4704,6,t2t
10334,fa3959,0,t2t
10335,fa3959,4,t2t
10336,fa3959,7,t2t
10337,fa3959,9,t2t
10338,fa3372,0,t2t
10339,mi1483,1,t2t
10340,mi1483,2,t2t
10341,mi1483,4,t2t
10342,mi1483,5,t2t
10343,mi1483,6,t2t
10344,mi1483,7,t2t
10345,mi1483,8,t2t
10346,mi1483,1,i2t
10347,mi1483,6,i2t
10348,mi4155,0,t2t
10349,mi4155,2,t2t
10350,mi4155,5,t2t
10351,mi4155,6,t2t
10352,mi4155,8,t2t
10353,mi4155,0,i2t
10354,mi1600,2,i2t
10355,mi1600,3,i2t
10356,mi1600,4,i2t
10357,mi5241,0,t2t
10358,fa0850,0,t2t
10359,fa0850,5,t2t
10360,mi2704,1,t2t
10361,mi2704,2,t2t
10362,mi2704,2,i2t
10363,fa2796,0,t2t
10364,fa2796,1,i2t
10365,fa1477,1,t2t
10366,fa1477,2,t2t
10367,fa1477,3,t2t
10368,fa1477,5,t2t
10369,fa1477,6,t2t
10370,fa1477,4,i2t
10371,fa1477,9,i2t
10372,fa0867,0,t2t
10373,fa0867,1,t2t
10374,fa0867,4,t2t
10375,fa1539,0,t2t
10376,fa1539,2,t2t
10377,mi1553,7,i2t
10378,mi2222,1,t2t
10379,mi2222,4,t2t
10380,mi2222,7,t2t
10381,mi2222,8,t2t
10382,mi2222,9,t2t
10383,mi2222,7,i2t
10384,fa2827,0,t2t
10385,fa2827,2,t2t
10386,fa2827,3,t2t
10387,fa2827,8,t2t
10388,fa2827,9,t2t
10389,fa2827,4,i2t
10390,fa2827,7,i2t
10391,fa1883,0,i2t
10392,fa2495,0,t2t
10393,fa2495,1,t2t
10394,fa2495,2,t2t
10395,fa2495,3,t2t
10396,fa2495,4,t2t
10397,fa2495,6,t2t
10398,fa2495,7,t2t
10399,fa2495,8,t2t
10400,fa2495,9,t2t
10401,mi1045,0,t2t
10402,mi1045,2,t2t
10403,mi1045,4,t2t
10404,mi1045,6,t2t
10405,mi1045,7,t2t
10406,mi1045,9,t2t
10407,fa1497,1,t2t
10408,fa1497,5,t2t
10409,fa1497,6,t2t
10410,fa1497,9,i2t
10411,mi4819,0,t2t
10412,mi4819,5,t2t
10413,mi4819,5,i2t
10414,mi2355,1,t2t
10415,mi2355,5,t2t
10416,mi2355,3,i2t
10417,mi2355,7,i2t
10418,mi4990,0,t2t
10419,mi4990,5,t2t
10420,mi4990,1,i2t
10421,mi2288,7,t2t
10422,mi4920,2,t2t
10423,mi4920,8,t2t
10424,fa2388,1,t2t
10425,fa2388,2,t2t
10426,fa2388,8,t2t
10427,fa2388,6,i2t
10428,fa2388,8,i2t
10429,fa2388,9,i2t
10430,fa1004,0,t2t
10431,fa1004,1,t2t
10432,fa1004,8,t2t
10433,fa1004,9,t2t
10434,fa4218,1,t2t
10435,fa4218,8,t2t
10436,fa4218,5,i2t
10437,fa3102,1,i2t
10438,fa4200,0,t2t
10439,fa4200,1,t2t
10440,fa4200,2,t2t
10441,fa4200,3,t2t
10442,fa4200,6,t2t
10443,mi4914,0,t2t
10444,mi4914,5,t2t
10445,mi4914,6,t2t
10446,mi4914,7,t2t
10447,mi4914,9,t2t
10448,mi4914,0,i2t
10449,mi4914,5,i2t
10450,mi4914,8,i2t
10451,mi4914,9,i2t
10452,mi4143,0,t2t
10453,mi4143,5,t2t
10454,mi4143,6,t2t
10455,mi4143,7,t2t
10456,mi4143,9,t2t
10457,mi2086,3,t2t
10458,mi2086,6,t2t
10459,mi2086,8,t2t
10460,mi2086,1,i2t
10461,mi4653,0,t2t
10462,mi4653,7,t2t
10463,mi4653,9,t2t
10464,mi5235,0,t2t
10465,mi5235,3,t2t
10466,fa1484,1,t2t
10467,fa1484,4,t2t
10468,fa1484,5,t2t
10469,fa1484,6,t2t
10470,fa1484,9,t2t
10471,fa1484,1,i2t
10472,fa0992,1,t2t
10473,fa0992,3,t2t
10474,fa0992,4,t2t
10475,mi4699,2,t2t
10476,mi0057,0,t2t
10477,mi0057,1,t2t
10478,mi0057,3,t2t
10479,mi0057,4,t2t
10480,mi0057,6,t2t
10481,mi0057,7,t2t
10482,mi0057,8,t2t
10483,mi0057,9,t2t
10484,fa2394,0,t2t
10485,fa2394,4,t2t
10486,fa2394,5,t2t
10487,fa2394,8,t2t
10488,fa2394,0,i2t
10489,fa2394,1,i2t
10490,mi2022,4,t2t
10491,mi2022,5,t2t
10492,mi2022,6,t2t
10493,mi5305,5,t2t
10494,mi5305,6,t2t
10495,mi5305,7,t2t
10496,fa1185,2,t2t
10497,fa1185,3,t2t
10498,fa1185,5,t2t
10499,fa1185,1,i2t
10500,fa2896,6,t2t
10501,fa2896,7,t2t
10502,fa2896,9,t2t
10503,fa4247,0,t2t
10504,fa4247,1,t2t
10505,fa4247,3,t2t
10506,fa4247,5,t2t
10507,fa4247,6,t2t
10508,fa4247,7,t2t
10509,fa4247,2,i2t
10510,mi0517,2,t2t
10511,mi0517,3,t2t
10512,mi0517,5,t2t
10513,mi0517,6,t2t
10514,mi0517,8,t2t
10515,mi0517,6,i2t
10516,mi0082,2,t2t
10517,mi0082,8,t2t
10518,mi0082,9,t2t
10519,mi0469,5,t2t
10520,mi0469,7,t2t
10521,mi0469,8,t2t
10522,mi5348,0,t2t
10523,mi5348,3,t2t
10524,mi5348,4,t2t
10525,mi5348,5,t2t
10526,mi5348,6,t2t
10527,mi5348,7,t2t
10528,mi5348,8,t2t
10529,mi5348,9,t2t
10530,mi0450,1,t2t
10531,mi0450,2,t2t
10532,mi0450,6,t2t
10533,fa2155,0,t2t
10534,fa2155,2,t2t
10535,fa2155,3,t2t
10536,fa2155,5,t2t
10537,fa2155,7,t2t
10538,fa2155,8,t2t
10539,fa2155,9,t2t
10540,fa0069,2,t2t
10541,fa0069,4,i2t
10542,fa0069,7,i2t
10543,fa2331,0,t2t
10544,fa2331,1,t2t
10545,fa2331,2,t2t
10546,fa2331,3,t2t
10547,fa2331,6,t2t
10548,fa2331,7,t2t
10549,fa2331,9,t2t
10550,fa2331,5,i2t
10551,fa2331,6,i2t
10552,mi1321,0,t2t
10553,mi1321,1,t2t
10554,mi1321,3,t2t
10555,mi1321,7,t2t
10556,mi1321,9,t2t
10557,mi1321,3,i2t
10558,mi1321,5,i2t
10559,fa4019,7,i2t
10560,fa4019,9,i2t
10561,fa1608,4,t2t
10562,fa1608,8,t2t
10563,mi5371,1,t2t
10564,mi5371,2,t2t
10565,mi5371,6,t2t
10566,mi5371,7,t2t
10567,mi5371,8,t2t
10568,mi3909,4,t2t
10569,mi3909,5,t2t
10570,mi3909,0,i2t
10571,mi1520,0,t2t
10572,mi1520,3,t2t
10573,mi1520,4,t2t
10574,mi1520,6,t2t
10575,fa1157,8,t2t
10576,fa1157,6,i2t
10577,fa1157,8,i2t
10578,mi0810,0,t2t
10579,mi0810,2,t2t
10580,mi0810,5,t2t
10581,mi0810,6,t2t
10582,mi0810,9,t2t
10583,mi0113,1,t2t
10584,mi0113,2,t2t
10585,mi0113,3,t2t
10586,mi0113,4,t2t
10587,mi0113,5,t2t
10588,mi0113,6,t2t
10589,mi0113,8,t2t
10590,fa1259,1,t2t
10591,fa1259,4,t2t
10592,fa1259,5,i2t
10593,fa1259,6,i2t
10594,fa3671,1,t2t
10595,fa3671,4,t2t
10596,fa3671,9,t2t
10597,fa3452,1,t2t
10598,fa3452,3,t2t
10599,fa3452,4,t2t
10600,fa3452,5,t2t
10601,fa2758,1,t2t
10602,fa2758,3,t2t
10603,fa2758,5,t2t
10604,fa2031,0,t2t
10605,fa2031,1,t2t
10606,fa2031,2,t2t
10607,fa2031,4,t2t
10608,fa2031,7,t2t
10609,fa2031,9,t2t
10610,fa2031,9,i2t
10611,fa3043,0,t2t
10612,fa3043,3,t2t
10613,fa3043,4,t2t
10614,fa4075,0,t2t
10615,fa4075,1,t2t
10616,fa4075,5,t2t
10617,fa4075,6,t2t
10618,fa2706,0,t2t
10619,fa2706,0,i2t
10620,fa1207,0,t2t
10621,fa1207,0,i2t
10622,mi4908,0,t2t
10623,mi4908,1,t2t
10624,mi4908,2,t2t
10625,mi4908,3,t2t
10626,mi4908,4,t2t
10627,mi4908,7,t2t
10628,mi4908,8,t2t
10629,mi4908,0,i2t
10630,mi4908,3,i2t
10631,mi4908,8,i2t
10632,mi4908,9,i2t
10633,mi2988,0,t2t
10634,mi2988,5,t2t
10635,mi2988,6,t2t
10636,mi2988,7,t2t
10637,mi2988,8,t2t
10638,mi2988,1,i2t
10639,mi2988,3,i2t
10640,mi2988,4,i2t
10641,mi2988,6,i2t
10642,mi2988,7,i2t
10643,mi2988,8,i2t
10644,mi2988,9,i2t
10645,mi1866,0,t2t
10646,mi1866,1,t2t
10647,fa2531,0,t2t
10648,fa2531,1,t2t
10649,fa2531,2,t2t
10650,fa2531,3,t2t
10651,fa2531,4,t2t
10652,fa2531,5,t2t
10653,mi3803,1,t2t
10654,mi3803,3,t2t
10655,mi3803,6,t2t
10656,mi3803,7,t2t
10657,mi3803,9,t2t
10658,fa2722,0,t2t
10659,fa2722,1,t2t
10660,fa2722,2,t2t
10661,fa2722,3,t2t
10662,fa2722,4,t2t
10663,fa2722,5,t2t
10664,fa2722,8,t2t
10665,fa2722,9,t2t
10666,fa1182,2,i2t
10667,fa1182,6,i2t
10668,fa0399,3,t2t
10669,fa0399,4,t2t
10670,fa0399,6,t2t
10671,fa0399,8,t2t
10672,fa3094,0,t2t
10673,fa3094,4,t2t
10674,fa3094,7,t2t
10675,fa3094,8,t2t
10676,fa1721,0,t2t
10677,fa1721,2,t2t
10678,fa1721,3,t2t
10679,fa0890,5,t2t
10680,fa3500,0,t2t
10681,fa3500,1,t2t
10682,fa4269,0,t2t
10683,mi3385,0,t2t
10684,mi3385,3,t2t
10685,mi3385,4,t2t
10686,mi4005,0,t2t
10687,mi4005,1,t2t
10688,mi4005,2,t2t
10689,mi4005,3,t2t
10690,mi4005,9,t2t
10691,mi1250,1,t2t
10692,mi1250,2,t2t
10693,mi1250,7,t2t
10694,mi1250,8,t2t
10695,mi3660,2,t2t
10696,mi3660,4,t2t
10697,mi3660,5,t2t
10698,mi3660,6,t2t
10699,mi3660,9,t2t
10700,mi3660,0,i2t
10701,mi3660,2,i2t
10702,mi3660,5,i2t
10703,mi3660,8,i2t
10704,mi4300,0,t2t
10705,mi4300,3,t2t
10706,mi4300,7,t2t
10707,mi3239,0,t2t
10708,fa3411,0,t2t
10709,fa3411,1,t2t
10710,fa3411,2,t2t
10711,fa3411,7,i2t
10712,mi3099,7,i2t
10713,mi3637,1,t2t
10714,mi3637,4,t2t
10715,mi3637,9,t2t
10716,fa1821,1,t2t
10717,fa1821,4,t2t
10718,fa1821,9,t2t
10719,fa0418,3,t2t
10720,fa0418,5,t2t
10721,fa0418,7,t2t
10722,fa1426,1,t2t
10723,fa1426,4,t2t
10724,fa1426,7,t2t
10725,fa1426,4,i2t
10726,fa1842,5,t2t
10727,fa1842,6,t2t
10728,fa1842,8,t2t
10729,fa1842,9,t2t
10730,fa3882,0,t2t
10731,fa3882,5,t2t
10732,fa3882,7,t2t
10733,fa3882,9,t2t
10734,fa1269,0,t2t
10735,fa1269,3,t2t
10736,fa1269,0,i2t
10737,fa1269,1,i2t
10738,mi2024,3,t2t
10739,mi2024,5,t2t
10740,mi2024,8,t2t
10741,mi2024,9,t2t
10742,fa2975,1,t2t
10743,fa2975,4,t2t
10744,fa2975,6,t2t
10745,fa2975,0,i2t
10746,fa2975,7,i2t
10747,mi0172,2,t2t
10748,mi0172,5,t2t
10749,mi0172,6,t2t
10750,mi0172,4,i2t
10751,fa1034,3,t2t
10752,fa1034,5,t2t
10753,fa3535,0,t2t
10754,fa3535,1,t2t
10755,fa3535,3,t2t
10756,fa3535,4,t2t
10757,fa3535,5,t2t
10758,fa3535,7,t2t
10759,fa3535,9,t2t
10760,fa3535,6,i2t
10761,mi5165,1,t2t
10762,mi5165,2,t2t
10763,mi5165,3,t2t
10764,mi5165,9,t2t
10765,mi4466,0,t2t
10766,mi2862,1,t2t
10767,mi2862,6,t2t
10768,fa3069,1,i2t
10769,mi4023,1,t2t
10770,mi4023,3,t2t
10771,mi4023,6,t2t
10772,mi0901,2,i2t
10773,mi0901,6,i2t
10774,mi3089,3,t2t
10775,mi3089,4,t2t
10776,mi3089,5,t2t
10777,mi3089,7,t2t
10778,mi3089,9,t2t
10779,mi3089,0,i2t
10780,fa3375,0,t2t
10781,fa3375,3,t2t
10782,fa2884,5,i2t
10783,fa2884,6,i2t
10784,mi1477,0,t2t
10785,mi1477,1,t2t
10786,mi1477,3,t2t
10787,mi1477,5,t2t
10788,mi1477,6,t2t
10789,mi1477,7,t2t
10790,mi1477,3,i2t
10791,mi1477,4,i2t
10792,mi1477,5,i2t
10793,mi1477,9,i2t
10794,fa4152,1,t2t
10795,fa4152,3,t2t
10796,fa4152,4,t2t
10797,fa4152,5,t2t
10798,fa4152,6,t2t
10799,fa4152,8,t2t
10800,fa4152,9,t2t
10801,fa4152,1,i2t
10802,fa4152,6,i2t
10803,mi1004,1,t2t
10804,mi1004,5,t2t
10805,mi1004,5,i2t
10806,mi4896,4,t2t
10807,mi4896,6,t2t
10808,mi4896,8,t2t
10809,mi4896,9,t2t
10810,mi4896,1,i2t
10811,mi3161,0,t2t
10812,mi3161,1,t2t
10813,mi3161,4,t2t
10814,mi3161,5,t2t
10815,mi3161,3,i2t
10816,mi3161,4,i2t
10817,mi3161,5,i2t
10818,mi3161,9,i2t
10819,fa3468,0,t2t
10820,fa3468,2,t2t
10821,fa3468,6,t2t
10822,fa3468,7,t2t
10823,fa3468,8,t2t
10824,fa3468,9,t2t
10825,mi2281,0,t2t
10826,mi2281,1,t2t
10827,mi2281,2,t2t
10828,mi2281,3,t2t
10829,mi2281,4,t2t
10830,mi2281,5,t2t
10831,mi2281,6,t2t
10832,mi2281,7,t2t
10833,mi2281,8,t2t
10834,mi2281,9,t2t
10835,mi2281,1,i2t
10836,mi2281,2,i2t
10837,mi2281,3,i2t
10838,mi2281,6,i2t
10839,mi2281,7,i2t
10840,mi2281,8,i2t
10841,fa3405,0,t2t
10842,fa3405,2,t2t
10843,fa3405,4,t2t
10844,fa3405,5,t2t
10845,fa3405,9,t2t
10846,fa0657,0,t2t
10847,fa0657,3,t2t
10848,fa0657,5,t2t
10849,fa1864,4,t2t
10850,fa1864,2,i2t
10851,mi3815,0,t2t
10852,mi3815,1,t2t
10853,mi3815,3,t2t
10854,mi2341,1,t2t
10855,mi2341,2,t2t
10856,mi2341,3,t2t
10857,mi2341,5,t2t
10858,mi2341,6,t2t
10859,mi2341,8,t2t
10860,mi2341,1,i2t
10861,mi2341,3,i2t
10862,mi2341,4,i2t
10863,mi2341,5,i2t
10864,mi2341,8,i2t
10865,fa2586,0,t2t
10866,fa2586,2,t2t
10867,fa2586,5,t2t
10868,fa2586,8,t2t
10869,mi2283,0,t2t
10870,mi2283,4,t2t
10871,mi2283,7,t2t
10872,mi2283,8,t2t
10873,mi2283,9,t2t
